PT명사개수,PT관련명사,PT서술어개수,PT관련서술어,검도명사개수,검도관련명사,검도서술어개수,검도관련서술어,기구필라테스명사개수,기구필라테스관련명사,기구필라테스서술어개수,기구필라테스관련서술어,다빈치바디보드명사개수,다빈치바디보드관련명사,다빈치바디보드서술어개수,다빈치바디보드관련서술어,등산명사개수,등산관련명사,등산서술어개수,등산관련서술어,라틴댄스명사개수,라틴댄스관련명사,라틴댄스서술어개수,라틴댄스관련서술어,매트필라테스명사개수,매트필라테스관련명사,매트필라테스서술어개수,매트필라테스관련서술어,뮤직복싱명사개수,뮤직복싱관련명사,뮤직복싱서술어개수,뮤직복싱관련서술어,바차타명사개수,바차타관련명사,바차타서술어개수,바차타관련서술어,발레명사개수,발레관련명사,발레서술어개수,발레관련서술어,발레핏명사개수,발레핏관련명사,발레핏서술어개수,발레핏관련서술어,방송댄스명사개수,방송댄스관련명사,방송댄스서술어개수,방송댄스관련서술어,번지댄스명사개수,번지댄스관련명사,번지댄스서술어개수,번지댄스관련서술어,번지요가명사개수,번지요가관련명사,번지요가서술어개수,번지요가관련서술어,번지피트니스명사개수,번지피트니스관련명사,번지피트니스서술어개수,번지피트니스관련서술어,복싱명사개수,복싱관련명사,복싱서술어개수,복싱관련서술어,볼링명사개수,볼링관련명사,볼링서술어개수,볼링관련서술어,빈야사명사개수,빈야사관련명사,빈야사서술어개수,빈야사관련서술어,사이클명사개수,사이클관련명사,사이클서술어개수,사이클관련서술어,살사명사개수,살사관련명사,살사서술어개수,살사관련서술어,서핑명사개수,서핑관련명사,서핑서술어개수,서핑관련서술어,소도구필라테스명사개수,소도구필라테스관련명사,소도구필라테스서술어개수,소도구필라테스관련서술어,수상스키명사개수,수상스키관련명사,수상스키서술어개수,수상스키관련서술어,수영명사개수,수영관련명사,수영서술어개수,수영관련서술어,스피닝명사개수,스피닝관련명사,스피닝서술어개수,스피닝관련서술어,아쉬탕가명사개수,아쉬탕가관련명사,아쉬탕가서술어개수,아쉬탕가관련서술어,아쿠아로빅명사개수,아쿠아로빅관련명사,아쿠아로빅서술어개수,아쿠아로빅관련서술어,아쿠아바이크명사개수,아쿠아바이크관련명사,아쿠아바이크서술어개수,아쿠아바이크관련서술어,아쿠아테크명사개수,아쿠아테크관련명사,아쿠아테크서술어개수,아쿠아테크관련서술어,암벽등반명사개수,암벽등반관련명사,암벽등반서술어개수,암벽등반관련서술어,에어로빅명사개수,에어로빅관련명사,에어로빅서술어개수,에어로빅관련서술어,에이리얼후프명사개수,에이리얼후프관련명사,에이리얼후프서술어개수,에이리얼후프관련서술어,요가명사개수,요가관련명사,요가서술어개수,요가관련서술어,요가쿠아명사개수,요가쿠아관련명사,요가쿠아서술어개수,요가쿠아관련서술어,인요가명사개수,인요가관련명사,인요가서술어개수,인요가관련서술어,자이로토닉명사개수,자이로토닉관련명사,자이로토닉서술어개수,자이로토닉관련서술어,재즈댄스명사개수,재즈댄스관련명사,재즈댄스서술어개수,재즈댄스관련서술어,점핑피트니스명사개수,점핑피트니스관련명사,점핑피트니스서술어개수,점핑피트니스관련서술어,조깅명사개수,조깅관련명사,조깅서술어개수,조깅관련서술어,주짓수명사개수,주짓수관련명사,주짓수서술어개수,주짓수관련서술어,줌바명사개수,줌바관련명사,줌바서술어개수,줌바관련서술어,크로스핏명사개수,크로스핏관련명사,크로스핏서술어개수,크로스핏관련서술어,키네시스명사개수,키네시스관련명사,키네시스서술어개수,키네시스관련서술어,타바타명사개수,타바타관련명사,타바타서술어개수,타바타관련서술어,탱고명사개수,탱고관련명사,탱고서술어개수,탱고관련서술어,트램폴린명사개수,트램폴린관련명사,트램폴린서술어개수,트램폴린관련서술어,파운드핏명사개수,파운드핏관련명사,파운드핏서술어개수,파운드핏관련서술어,패들보드명사개수,패들보드관련명사,패들보드서술어개수,패들보드관련서술어,패들핏명사개수,패들핏관련명사,패들핏서술어개수,패들핏관련서술어,펜싱명사개수,펜싱관련명사,펜싱서술어개수,펜싱관련서술어,폴댄스명사개수,폴댄스관련명사,폴댄스서술어개수,폴댄스관련서술어,플라잉명사개수,플라잉관련명사,플라잉서술어개수,플라잉관련서술어,플라잉요가명사개수,플라잉요가관련명사,플라잉요가서술어개수,플라잉요가관련서술어,플라잉필라테스명사개수,플라잉필라테스관련명사,플라잉필라테스서술어개수,플라잉필라테스관련서술어,필라테스명사개수,필라테스관련명사,필라테스서술어개수,필라테스관련서술어,필록싱명사개수,필록싱관련명사,필록싱서술어개수,필록싱관련서술어,하타요가명사개수,하타요가관련명사,하타요가서술어개수,하타요가관련서술어,핫요가명사개수,핫요가관련명사,핫요가서술어개수,핫요가관련서술어,헬스명사개수,헬스관련명사,헬스서술어개수,헬스관련서술어,힙레명사개수,힙레관련명사,힙레서술어개수,힙레관련서술어
12,레슨,3,어떠실까,48,집중력,9,탄,68,소도구,16,했어요,99,몸,20,대더,46,너,11,먹는,70,모집,11,어린,75,장,17,가,129,어린이,17,특별할인,60,설,9,그럼,68,프로필,13,부탁드려요,87,개강,20,하시고,79,채널,14,보러와,180,수성구,24,마세요,153,신용산,18,없었다,90,나,16,하며,61,포항,9,해야지,63,만,11,많지만,73,장,15,부드럽고,60,공급,13,본,63,신청,10,신나게,48,실내,11,팜서,84,전,21,원하시는,86,경기도,22,아니며,45,눈,12,하면서,72,전,16,들께,96,석,17,보면,89,장,11,있다,13,메르,2,싶고,4,동네,1,믿고,42,캣,8,올,74,샵,12,싸,3,게,1,새로운,61,등,13,아름다,30,아래,4,째가,121,이,27,아닌,76,폴,12,믿고,95,오,18,댄,83,종점,21,하셨습니다,55,지구,11,힘들다,67,지도,9,먹고,35,끝,9,끝나고,49,케틀,11,하러,66,코스,10,하며,98,예정,13,보니,49,룸바,14,하면서,67,파크,15,해주세요,64,프로그램,10,예쁨,75,조정,13,넘,1,수영,,,52,신성록,8,했어,57,이벤트,11,하는데,75,공간,14,없지만,61,끝,12,가하는,63,날,11,와,2,리포,1,드리겠습니다,75,싱크,11,까,89,시타,20,있고,84,개월,14,는,48,내,9,나도,53,번,9,누리는
12,몸,3,들에게,47,가족,9,즐겁고,66,오전,16,해야,99,유산소,20,먹는,43,줄,10,와서,68,것,11,즐기기,74,발레,17,만들고,128,선산,17,입니다단,56,콜,9,빤,67,뮤지컬,12,특별한,86,몸매,18,하며,78,셀카,14,센,178,오전,24,가능합니다가,153,필라티,17,날다,90,자세,16,오는,59,반,9,건강한,62,번,11,소중한,71,하타,15,느껴,60,물,13,해줘야,62,베이직,10,이쁜,48,비키니,11,빠지,80,코어,20,꼼꼼한,85,줄,22,아닙니다,45,육아,11,그랬다,72,맘,15,감사합니다,96,산체,17,마세요,88,포,11,소소한,13,헬스,2,빠르게,4,우리,1,건강해지는,41,등반,8,좋,74,삼,12,배울,3,부족,1,예쁘게,60,장,13,그럼,30,트레이닝,4,일거에요,119,직장,27,불가합니다,76,새해,12,될,94,감성,17,보세요,82,앞,21,끝나고,54,내,11,와,66,번,9,검단,35,월일,9,되는,48,식단,11,분시,66,기능,10,좋다,97,체육,13,좋다,48,강습,14,쉽게,67,번,15,보니,63,줄,10,가,75,유일,13,져,1,장추,,,52,이상윤,8,배워,57,만,11,하구,75,선물,14,했는데,60,관리,12,봐요,61,아트,11,우아하게,2,홈,1,감사합니다,75,공간,11,하며,89,후,20,봅니다,83,가원,14,부탁드려요,47,근육,9,있으니,50,숲,9,놀기
12,내,3,편안하게,46,반사,9,받아,66,필라,15,충분한,94,짐,20,즐거운,43,후,10,감사합니다,67,베이직,10,먹고,74,연휴,17,있을,122,트레이닝,16,밴,54,미군,9,고마워,66,나,12,원하시는,85,라인,18,따뜻한,75,후,14,쥔,175,개월,24,빠르게,153,서울특별시,17,잼나게,89,지구,16,하겠습니다,57,노원,9,봅시다,59,댓글,11,올,70,스트레칭,15,않는,59,등,13,부족한,62,금요일,9,마시고,47,프로,11,사니,79,나,20,쉼,83,오토바이,19,먹고,44,풀,11,위대한,71,주,15,달려,96,페스타,17,할수,88,임산부,11,하니,13,바,2,나란히,4,몸,1,건강할,40,투어,8,해야,73,홈,11,큰,3,결심,1,돌러서,57,무인,12,아닌,29,쿠폰,4,쪄,119,서창,27,따라,75,모던,12,주는,92,청주,17,끄,82,캉,21,화려한,54,원주,11,했지만,65,대전,9,꾸준히,35,팀,9,아니라,48,등,10,건강한,66,내,10,좋아,97,정의,13,미,48,학습,14,해주세요,65,영어,14,캐니,62,스웨이트,10,어떻게,73,드,13,클,1,간접,,,52,양세형,8,친절하고,57,주,11,하게,74,압구정,14,참,60,수원,12,쉽게,61,중,11,하겠습니다,2,측정,1,클,74,광,10,쓰,88,석,20,올려,83,벤트,13,해야,45,바이러스,9,그립,50,참여,9,되었는데
12,핏,3,보내시고,46,대검,9,가,66,벤트,15,높은,92,창원,20,건강한,42,우리,10,아니고,66,차차차,10,해주신,73,주세요,16,들어,115,개인,16,해야,54,부대,9,해주는,66,레오타드,12,하겠습니다,85,피티,18,행복한,73,살롱,14,예쁜,172,코어,24,만나,153,새창,17,가더,87,상무,16,믿고,56,코치,8,완벽한,59,스톰,11,보니,69,연휴,15,따라,58,픽시,13,잡아,61,토요일,9,만들어,45,가족,10,보는,79,저희,19,가는,79,대표,19,했는데,43,줄,11,하는데,71,호,15,셀기,96,벨라,17,와,87,인,11,건강하게,12,강습,2,놀기,4,최고,1,챙깁시다,40,크루,8,커,73,것,11,참,3,태,1,망설이다가,56,테라,12,했던,29,윈드서,4,오셔서,119,주차,26,만나,74,잉고,11,가능한,90,코레,16,저렴한,82,대회,21,건강한,51,동아,11,해야지,62,아카데미,9,해야,34,촬영,8,하시면,46,전,10,재밌게,63,오전,10,나게,97,회관,13,챌,47,모던,14,본,65,층,14,하면서,61,오전,10,할만,73,친절,12,들,1,경험,,,52,육성재,8,했던,57,대표,11,두고,73,수련,14,나를,60,복,12,시켜,61,기구,11,하러,2,구로,1,받아,74,주요,10,아니라,88,산체,19,보면,81,대학교,13,마세요,45,센터,9,가서,50,츄,9,시켜주셔서
12,체형,3,가득하시길,46,연습,9,하자,64,스트레칭,15,보세요,88,이현정,20,빠르게,41,하늘,10,아니라,66,매주,10,했던,72,근육,16,마세요,115,마블,16,되는,53,음악,9,이쁜,65,관리,12,돌아온,84,죽동,18,넘,72,월차,13,싶은,169,범어동,24,인한,153,서울시,17,있고,86,석사,15,즐거운,55,것,8,있다,58,신상,10,어렵다,69,힘,15,따른,58,날,13,높여주고,60,수요일,9,넘나,45,영화,10,미야,78,내,19,아름다운,79,롬,17,와,43,게,11,나도,70,환영,15,반하다,96,시타,16,따라,87,환영,11,있을,12,후,2,없음,4,라이더,1,잃고,40,알레,7,재밌게,71,협회,11,보세요,3,맥주,1,어떡해,56,제작,11,하는데,29,핑장,4,즐기며,116,경희대,26,올,74,짐코리,11,마세요,89,걸스,16,있어서,80,팀,21,재밌고,50,설,11,빠르게,61,초등,9,크라,34,대치동,8,저렴합니다,45,이벤트,10,합시다,62,노,10,아닌,96,거,13,하시면,46,하나,13,따뜻한,63,점,13,있어서,61,포인트,10,좋아하는,73,예약,12,예쁜,1,해변,,,52,주말,8,하면서,56,힘,11,옳다,71,추천,14,즐기기,59,포,12,하면서,61,주제,11,어떤,2,추천,1,본,74,중앙,10,하면서,88,페스타,19,싶은,80,필라,13,알려,45,끝,9,보니,49,춤,9,하며
12,안산,3,바라겠습니다,45,서울,9,합시다,64,예방,15,자세한,88,장소,20,복잡해요,41,감성,10,있을,65,연습,10,감사합니다,72,다리,16,아닌,114,프로그램,16,겁니다대,52,새해,9,재밌는,64,최고,12,담아,83,레오타드,18,이쁜,72,커뮤니티,13,한다,160,중,23,해주세요,153,하이엘,16,튼,86,체형,15,행복한,55,취미,8,좋고,57,파라오,10,갖는,68,대요,15,같습니다,58,가민,13,높여,60,음악,9,주는,44,제작,10,참,77,실력,19,아름다,79,슈트,16,하면,42,날,11,좋아,69,만,15,남은,95,소마,16,없다,86,트레이닝,11,좋아하는,12,하이드,2,일어서서,4,한국,1,하지말자,39,초보,7,않은,71,이벤트,11,깨끗한,3,술,1,해야,56,상품,11,즐겁게,29,관련,4,빠지,116,번,26,먼,74,퍼스트,11,아니라,89,몸치,16,배워,80,산모,20,하겠습니다,49,사이클,11,해주세요,61,반,9,없습니다,33,제작,8,셀기,45,벨,10,확실하게,60,공예,10,하는데,96,레슨,12,가,46,금요일,13,행복한,62,듀,13,춤추는,59,주말,10,보면,73,스노우,12,즐거운,1,전기,,,51,비투비,7,튼,56,백,11,따,69,플,14,빠른,59,만,12,이쁜,60,조화,11,입니,1,뒤,1,좋긴,74,대림,10,찍고,88,벨라,19,하러,80,비크람,13,예쁜,45,쿼트,9,쾌적한,49,라이브,9,해서
11,런닝,3,와서,45,새해,8,늘리기,64,수원,14,들께,87,번,20,어렵잖아요,40,만,10,와,64,음악,10,몰,71,오전,15,어려울,113,전,16,하셨습니다,52,여기,9,하면서,63,에르메스,12,입니,81,것,18,부탁드려요,69,주,12,자세한,160,대봉동,23,걸어주세요,151,사은품,16,멋진,85,원장,15,할수,55,글러브,8,빼고,56,점수,10,벤,65,주,15,얼리,56,끝,13,산수소,59,주,9,먹었습니다,43,골프,10,나를,74,주말,19,만나요,78,티,16,그립다,42,유아,10,좋아하는,68,반,15,본,95,번지,16,보는,86,생활,10,이쁜,12,강좌,2,가자,4,발산,1,담주까지,39,아들,7,했던,70,코어,10,배우기,3,속,1,하냐구,55,바,11,크,28,시즌,4,보세요,115,사트바,26,느껴,73,청담동,11,시켜,88,모임,16,가,77,쉐이크,20,안전하게,47,크루,10,뛰우,61,크로스,9,멋진,33,기존,8,대,44,파워리프팅,10,갈,59,마드,10,즐거운,96,무산소,12,하는데,45,다이어트,13,읽어주는,62,날,13,참,59,양산,9,멋지게,73,핑투,12,탄,1,아침,,,51,것,7,보니,55,강남,10,배워,67,천,13,신나게,58,출구,12,할수,59,근처,11,떠요,1,모습,1,좋구나,72,짐,10,남기고,85,생각,18,좋다,79,짐,13,하게,43,룩,8,배고파,49,톡,9,예뻐지고
11,점심,3,자세한,45,당진,8,갈,63,게,14,있답니다,87,경험,20,배워요,38,북한산,10,나를,62,설,10,나도,68,주말,15,있으니,111,학교,16,하고싶다,52,달,9,어떤것,61,내,11,좋아하는,81,성인,17,꾸준히,68,팀,12,쉽게,158,레벨,23,하고싶다면,146,레벨,16,새롭게,84,오렌지,15,먹은,54,땀,8,큰,55,리스,10,하면서,64,수리야,14,주는,56,완주,13,시키는,57,하바나,9,들어갑니다수,43,주,10,않은,73,강화,19,드리겠습니다,77,스키장,15,만들어주는,42,예매,10,지,67,이용,15,하는게,93,후,16,있고,86,반,10,하는데,11,번,2,따,4,아패,1,무섭지,38,린,7,오르고,70,즈,10,만들어,3,스트레칭,1,봐도,54,생각,11,어떤,28,다이렉트,4,챌,111,스튜디오,26,가,72,프라이빗,11,했던,87,것,15,탄,77,칠,20,하시면,47,트랙,10,보자,58,나,9,튼튼한,33,연휴,8,할수,43,킥복싱,10,새로운,59,육아,10,했는데,95,사요,12,느껴,45,선물,13,아름다운,60,저희,12,들의,58,넉,9,유일한,73,추천,11,센,1,아쿠아로,,,51,훈련,7,하는데,54,모집,10,갇힌,67,후,13,반하다,58,공간,11,들이,57,신논현역,10,아닌,1,게,1,나누고,70,파티,10,메디,85,제주,18,끝나고,78,이용,12,끝나고,42,몸매,8,들께,48,코리아,8,넘치는
11,마무리,3,하시면,45,인검,8,와,63,유지,14,새로운,87,투,20,멋있게,37,이번,9,걷는,61,금요일,10,하지,68,오후,15,하시고,109,국가,15,신나게,52,한곡,8,춤추고,61,것,11,이쁜,80,주차,16,즐겁게,67,예고,12,가능하니,158,힐링,23,믿고,142,목동,15,건강한,83,체험,15,만나요,54,번,8,꽉찬,55,지공,9,가서,64,요기,14,이어,55,프로,13,높여주어,57,이태원,9,다양한,43,딩,10,아닌,73,울산,19,크,77,팀,15,보자,41,바다,10,아닌,67,트레이닝,14,지나고,92,우리,16,않은,86,골프,10,챙겨,11,집중,2,쉽,4,도전,1,새롭게,38,붐,7,하면서,70,선물,10,행복한,3,먹방,1,어지럽네,53,번지,11,될,28,번호,3,넘나,108,전,25,자이로,69,연휴,11,들이,82,신촌,15,하며,77,때,19,있을,47,명절,10,마라,58,선,8,될,33,청당동,8,들일,43,운,9,원하시는,59,맘,10,했어요,93,가빈,12,꾸준히,44,공부,13,좋,60,서귀포시,12,있으니,58,쌤,9,와,69,곳,11,신나게,1,빅,,,51,태권,7,다양한,53,한국,10,벗어나,67,피티,12,와,56,프로그램,11,받아,57,요요,10,함께한,1,서울,1,받을,66,번,10,즐겁게,84,힘,18,보니,78,전용,12,보세요,42,티,8,싸,47,주말,8,까지
11,프로필,3,해야,45,실업,8,될,63,산후,14,대,86,공간,20,모았습니다,37,패션,9,있어,60,왕,10,했는데,68,척추,15,행복한,108,천,15,하시면,51,완성,8,와,61,강남,11,행복한,78,개월,16,보내셨나요,67,개인,11,좋아,156,김,22,넘,142,스킬,15,하며,81,반,15,하면,54,여성,8,이끌어,55,게,9,하지,63,샵,14,않게,53,웨이트,13,도와줍니다,55,속,9,배우고,43,입문,10,좋아,72,핏,19,들을,76,스킨,15,큰,41,아침,10,버티,67,개,14,했을,88,자세,16,힘든,84,지역,10,시켜,11,우리,2,가하,4,것,1,하였는데요,38,포토,7,재밌는,69,링크,10,즐겁게,3,곰,1,열렸던,52,날,11,시르사,28,컴퍼니,3,강한,108,외,25,된다,69,움직임,10,찐,81,주세요,15,예쁜,76,오전,19,즐길,46,단식,10,된다,58,시분,8,아니라,33,반,8,없었나요,43,차,9,원하는,58,라인,10,귀여운,93,파트너,12,아니라,44,파닉스,13,어떤,60,대정읍,12,좋,57,포카리,9,재미있어요,69,카버,11,함께한,1,유익,,,49,육아,7,할수있다,52,후,10,펼쳐집니다,65,복,12,예쁜,55,개,11,하시면,56,체중,10,뻗어,1,강남,1,있었던,66,것,10,해야,83,후굴,18,정확하게,77,것,12,하며,40,헬,8,까요,47,이벤트,8,놓치지
11,전,3,겁나,44,반,8,배우는,62,몸매,14,챌,85,바,20,찝어서,37,셀피,9,보이는,59,이번,10,따라,68,광교,15,마시고,107,선,14,마세요,50,거,8,아님,61,연습,11,뜨,76,테라,16,되세요,67,모임,11,있다는,154,교,22,따랑,140,핏,15,탁월한,81,후,14,없어,53,게,8,날리자,54,줄,9,나도,62,헬스,14,올,53,미네랄,12,도르,55,플레이스,9,보는,42,추천,10,고마워,71,설,19,오셔서,76,싱,15,타는,40,출장,10,즐거운,66,사이클,14,가는,84,어깨,15,보세요,84,웨이트,10,같아요,11,딩,2,타면,4,촬영,1,돼요,38,그래퍼,7,붙어,67,빅,10,보니,3,새우,1,끝난,52,개인,11,만들어,28,미스트랄,3,하니,108,토요,25,얼리,68,근육,10,시원하게,81,개월,15,만들어,76,소모,19,만나요,46,모닝,10,큰,57,체육,8,찾으,33,때,8,될,43,부평,9,하자,58,펫,10,멋진,91,스트레칭,12,만들어,44,유아,12,배우고,60,서귀포,12,놀자,57,더블,9,참,69,팔,11,좋다,1,장열,,,49,코치,7,하게,51,스트레칭,10,접수시,64,핫,12,훌륭한,54,할인,11,드세요,56,횟수,10,가,1,천호,1,끝나고,64,코리아,9,했는데,83,우요,18,따른,76,사요,12,있다,40,대회,8,좋습니다,47,시카고,8,즐기는
11,수원,2,단순히,44,검단,8,보는,62,장,13,즐겁게,85,발레,20,풀어,36,명산,9,즐거운,59,수강,10,소소한,66,힘,14,쉽게,105,겨울,14,즐기다,49,블랙,8,드려요,61,신청,11,낸,76,설,15,탄,66,엔터,11,넘,153,번,22,아닌,136,샵,14,받은,80,문자,14,들어서,51,관리,8,입고,54,덤,9,받고,61,사,14,있답니다,51,검색,12,뛰,54,미군,9,해주는,42,카버,10,좋아하는,71,선물,18,드리고,76,힐링,15,간절히,40,달,10,왔다,66,집,14,건강하게,84,정부,15,했던,82,글로벌,10,있어서,11,토요일,2,탈수록,4,알맹이,1,만나,38,곳,7,해주세요,65,우리,10,하며,3,킹크,1,사로잡았던,51,피,11,가능한,27,겨울,3,비워내고,107,매트,24,하면서,67,것,10,하게,80,초보,13,되는,76,성장,18,좋아요,46,게,10,는,55,구주,8,신다면,32,저희,8,마시고,43,리폼드,9,지루하지,58,등,9,뭉친,89,체크,12,꾸준함이답이다,44,게,12,하셔서,60,체력,12,미,55,화이팅,9,하다,69,부츠,11,하시고,1,리허설,,,49,레,7,자이로,50,미뉴엣,10,부탁드려요,64,레깅스,12,싶으,53,날,11,맛있는,55,육아,10,하게,1,강동,1,하고나면,63,아카데미,9,들의,80,요기,17,가,74,만,11,않은,40,개,8,건강하고,46,홈,8,벌운
11,체험,2,아는,43,팀,8,크라,60,인천,13,않는,84,서울,20,예쁜,36,상고대,9,힘들어,59,모던,10,하다,66,번지,14,있겠죠,105,촌동,14,맞는,49,센,8,보는,61,촬영,11,와,75,연결,15,원하는,66,테,11,가,149,플로우,22,신나는,135,여성,14,입니다지,79,무용,14,부탁드려용,51,전주,8,하지,54,예정,9,입고,61,워크,14,해보세요,50,날씨,12,하러,54,부대,9,짠,42,곳,10,누르,71,밴드,18,되겠죠,76,배송,15,홍대합,39,망미,10,배워,65,명절,14,찾는,81,힘,15,입고,82,달,10,남은,11,파라다이스,2,합시다,4,관절,1,뵈었을,37,겨울,7,어떻게,65,주,10,쉽게,3,랩,1,대단하시는,51,레깅스,11,해주는,27,대회,3,함께한,106,에너지,24,움직이는,67,때,10,있고,80,참여,13,행복한,73,정동,18,나가는,45,미국,10,아닌,55,그레이시,8,입히지,32,여기,7,들을,42,호,9,했어요,57,전,9,있으며,89,옥계,12,재미있는,43,디아,12,춤추는,60,애,12,갈만,55,저녁,9,따라,69,파크,11,올,1,개,,,49,방학,7,갈,50,보,10,찍어,63,시퀀스,12,도와주는,53,이벤트,11,들의,55,자연,9,는,1,역점,1,깨운하다우리,62,싱강,9,둔,76,신청,17,되세요,73,우리,11,남다른,40,개월,8,참,46,호텔,8,즐거운
11,팀,2,온다,43,서울시,7,따라,59,카카오톡,13,다노,81,해운대,19,신나는,35,전,9,보는,59,크리스마스,10,되면,65,허리,14,꼼꼼한,104,프로,14,아니라,49,콩,8,해야,60,예고,10,소중한,75,샵,15,하러,66,케이,11,잼있는,148,젠,22,가,133,전국,14,보내고,79,명,14,간지나게,50,어린이,8,즐거운,53,모임,9,해보는,61,월일,14,보내세요,50,셋,12,는,53,거,8,가,42,만,10,싸,69,관리,18,하지,75,디,15,올어,39,마스터,10,새로운,64,오전,14,좋아하는,80,체형,15,있다는,81,빌리지,10,갔다가,11,서울,2,해주세요,4,관절염,1,진솔한,37,우리,7,입고,65,아침,10,신나게,3,박살,1,고맙습니다,50,집,11,보면,27,정진영,3,원하시는,106,성장,24,있고,65,필,10,나도,79,여기,13,좋다,73,곡,18,되는,45,헬린,10,뛰어야,54,소독,8,큰,32,구미,7,쉽게,42,클린,9,하셨습니다,57,워커힐,9,하구,89,싱,11,맞는,43,기초,12,는,59,손,12,가는,55,핫,9,했던,69,화이트,11,까사,1,봉박,,,48,올림픽,7,나오는,49,직장,10,멋진,63,뉴,12,곧아,53,마스크,11,높은,54,워킹,9,좋고,1,뮬,1,싶은거,61,조영민,9,보면,74,소마,17,시켜,71,혜택,11,따라,40,트,8,갈,46,벤트,8,좋아요
11,밤,2,입고,43,정부,7,키우기,59,명절,13,받고,81,수지,19,써,35,바이러스,9,클라,59,라인,10,다양한,63,강화,14,되어있습니다,104,여성,14,하겠습니다,48,속,7,마세요,60,영화,10,하게,75,거,14,하게,66,유아,11,나를,146,바다,21,가능하구요,131,워크,14,있으며,79,그레이스,14,춤추고,50,단증,8,해야,52,브래그,9,하였지만,61,산요,14,부드럽게,50,사이클링,12,행복한,53,팔,8,잊지,41,시즌,9,좋,69,맨즈,18,건강하고,74,백선엽,14,타고싶다,39,망미동,10,따,64,웨이트,14,넣어,79,피,15,있지만,81,내,10,신나는,11,줌,2,만나,4,초점,1,맞추어,37,킹,7,나도,64,오전,10,가서,2,일본,1,힘들었던,50,가복,11,원하는,27,중,3,할께요,106,힐링,23,했던,63,파인,10,빠르게,77,수강,13,새로운,72,수금,17,한다,44,설날,10,좋아,53,원주,8,는,32,이용,7,깨끗한,42,끝,9,채워지는,56,거,9,아름다운,89,닝,11,오셔서,42,반도네온,12,따,58,둘,11,고마워,55,수영,9,하지,68,줄,11,했던,1,코어,,,48,부탁,7,하다,48,날,9,다양한,62,코어,12,틀러,51,모집,11,맞춰,53,온난,9,주는,1,어운,,,61,이신정,9,따라,74,근육,17,가는,70,이벤트,11,꾸준히,40,번,8,나를,46,댓글,7,없이도
11,삼화,2,보자,42,유아,7,하며,58,저녁,13,했는데,79,스큐,19,는,35,골프,9,이었다,58,여기,10,와,63,전,14,빌,103,멀티,13,한,48,이번,7,마시고,60,연휴,10,있고,74,플,14,보다,64,헬스,10,힘든,145,사이드,21,할수,130,전용,14,하시고,78,명신,14,볼까,50,원투,8,먹고,51,것,9,보여,61,밸런스,14,해보고,50,후,11,도르리,53,일요일,8,많은것을,41,리조트,9,보며,66,청주,18,빈야사,73,타투,14,하게,39,눈썹,9,센,64,아침,14,좋아,79,반,15,행복한,80,인요,10,없다,10,코오롱,2,시원한,3,개장,1,들었어요,37,라이프,7,추운,64,옷,9,없음,2,팀,1,같아요,50,식단,11,입고,27,몸,3,좋다,105,취미,23,않은,62,배,10,높이는,77,누구,13,큰,72,후,17,않습니다,44,린이,10,좋고,53,앞,8,원하시는,32,울산,7,들이,42,기록,9,넓고,56,한남동,9,하지,87,박스,11,먹은,42,무대,11,배울,57,몬스터,11,뛰어라,54,맘,9,미,68,스키,10,하면,1,밸런스,,,47,초등,6,배우고,48,리얼,9,않은,61,부천,12,해야지,51,방문,11,있답니다,53,스튜디오,9,입고,1,동운,,,58,천,9,갈,74,빈,16,보는,70,후,11,받고,40,크로스,8,하다가,44,호머,7,모르게
10,중,2,하지,42,도검,7,귀여워,58,추가,13,좋,79,인터벌,18,가,34,다음,9,나와,58,트레이닝,10,모르,62,내,14,는,102,스파링,13,들의,48,앵,7,주는,58,티,10,싶으신,73,때,14,가,64,직,10,는,144,최고,20,보실수,117,탄츠,13,입니,78,신,14,나갔다,50,아침,8,먼,51,때,9,드리지,60,플로,14,되세요,50,도움,11,좋아하는,52,중급,8,해주신,40,보유,9,따뜻한,66,헬스,18,하면서,72,가족,14,따,39,반영구,9,크,63,헬,13,들의,78,특강,15,있어,80,인타,10,는,10,포,2,놀러,3,단지,1,즐기는,37,익산,7,만들어,62,때,9,마시고,2,언,1,였어요,50,스튜디오,11,알려,27,포트,3,탄탄한,104,휘경,23,큰,60,원장,10,해주신,76,워크,13,따라,71,청라,17,와,44,저녁,10,갈,53,호,8,하게,32,침산동,7,있어,41,오전,8,먹,55,견사,9,힘들어,87,구,11,보면,41,연말,11,추고,57,파티,11,하며,53,중,8,싶은,68,파티,10,넘나,1,이것,,,47,국제,6,따뜻한,48,증가,9,드려,61,정관,12,궁금하다면,51,리프팅,11,쾌적한,53,화목,9,쉬는,1,체어,,,55,기구,9,없음,74,반,16,보세요,70,소도구,11,어떻게,39,레슨,8,넘,44,드,7,마세요
